review_body,review_rating
"Leider macht das Programm nach meiner Erfahrung nur begrenzt sinn. Die Lieferzeit für das von mir bestellte Produkt liegt bei mehreren Monaten. Leider teilt Trusted Shops nach einem Monat mit, dass die Absicherung beendet  ist (eine Woche vorher, Abfrage von TS, ob ich mit Abwicklung zufrieden bin). So nützt die Absicherung  überhaupt nichts und ich habe einfach nur Geld zum Fenster rausgeworfen.",1
Läuft alles super vielen dank,1
"Kein Verlass auf Trusted shops. Im Falle, wo der Shop das Geld für eine nicht versandte Bestellung nicht erstattet hat, hat trusted shops mich im Stich gelassen.Ich habe mich bei trusted shops rechtzeitig gemeldet und um Unterstützung gebeten. Trusted shops hat die Kommunikation immer weiter in die Länge gezogen, nur um mir am Ende mitzuteilen, dass ein Monat Garantie verstrichen ist. Wozu dann überhaupt eine Absicherung über trusted shops?!",1
Alles inordnung,1
"Leider lassen sich nach dem Einloggen keine Bewertungen abgeben, im Fenster dreht sich dauerhaft das ""e"". Ein Bot soll im Support helfen und liefert natürlich keine Lösung, da KI nicht die Lösung sein kann.",1
"alles Bestens, Super!!!!, Immer wieder gerne",1
Ich wollte den Schutz nicht. Hat der Absender veranlasst!!!,1
"Die Bearbeitung der Lieferung wurde erst eingeleitet als ich nach 7 Tagen dies moniert habe, dann dauerte es nochmal 8 Tage bis die Lieferung ankam. Eine Nachfrage über die Möglichkeit ob dieser LG 28TN515-PS Kopfhöreranschluss hat, wurde bis heute nicht beantwortet, trotz 2 E-Mails und 3 Anrufe!Das war meine erste und letzte Bestellung bei diesem Shop!",1
"Schnelle Lierung, aber für Ware am gleichen Tag bestellt und Komentar ""Bitte Bestellung zusammenfassen"" trotzdem 2x Lieferung mit 2x Porto. Schade! Dann ist das Feld Kommentar sinfrei.",1
Sehr zufrieden,1
Ware erst versendet als in Paypal ein Fall eröffnet wurde,1
Es war alles okay und hat super funktioniertIch werde wieder bei ihnen bestellenMit freundlichen GrüssenSchiffel,1
Reine Alibiversicherung. Oder was machen Sie bei einem Lieferwert von über 800 Euro? Das kommen Sie mit der Deckung von max. 100 Euro nirgends hin.,1
"Ich finde es vollkommen überflüssig und nervig, bei jeder Bestellung zu den Nachrichten des Verkäufers noch mindestens zwei weitere Nachrichten von trusted shop zu bekommen.Ich fände es besser, nur im Bedarfsfall Kontakt mit trusted shops aufzunehmen.",1
"Ich habe bei der Seite Slf24 etwas bestellt, nachdem ich die Zertifizierung durch Trustedshop gesehen habe.Leider ist Slf24 eine Täuschung. Ich habe etwa 900 Euro für ein Schlafsofa bezahlt. Die Qualität der Ware ist mangelhaft. Die Kanten und Ecken des Sofas sind hart und man kann sich leicht daran verletzten. Das Sofa ist sehr schlecht verarbeitet.Ich fühle mich betrogen und das Vertrauen in Trusted Shops ist weg. Eine E-Mail für eine Bewertung nach meinem Einkauf habe ich auch nicht erhalten.Beides eine volle Enttäuschung.",1
Alles Super wunderschöne Tasche sehr edel Top eingepackt ein Luxus die jede Frau sollte haben.,1
"Bin sehr zufrieden, habe mein Geld erhalten.Danke",1
"Datenkrake die trotz rechtzeitiger Kündigung den Vertrag einfach weiterlaufen lässt. Nach Hinweis haben Sie den Vertrag erst 2022 gekündigt und wollen jetzt noch Geld haben. Seine Daten hergeben und dann auch noch Geld dafür bezahlen, nie wieder!",1
"Schicken immer wieder eine Rechnung für Ihren Plus-Service, der schon lange gekündigt wurde. Schlechtes Unternehmen.",1
"Ich habe mit diesem Shop keine guten Erfahrungen gemacht. Meine bestellte Ware hat 25 Tage gedauert. Es gibt keinen Kundenservice bei Hardeck.de, ich konnte weder den Kundenservice telefonisch, noch per Mail oder Kontaktformular erreichen. Da bleibt mir nur, Trusted Shops einzuschalten. Danach kam meine zwei Sitzauflagen, innerhalb von zwei Tagen. Das war aber noch nicht alles. Bestellt habe ich Niederlehner und geliefert wurden Hochlehner. Ich werde diese auf andere Stühle legen um weiteren Ärger zu ersparen. Ich möchte keine Belieferung mehr. Einmal probiert und nie wieder",1
"Lest euch nur die unten anstehenden Bewertungen durch... Pflanzen, Ersatzteile für Waschmaschinen und Kinderartikel bei Trusted Shops bestellt! Was die nicht alles anbieten.... Trusted Shops ist der größte Fake unter allen. Wer zahlt bestimmt, wer, wann und was bewertet wird oder von blauäugigem Verbraucher bewertet werden kann. Glaubwürdigkeit gleich 0. Auch nach mehreren Transaktionen keine Möglichkeit zur Bewertung erhalten. Gehe davon aus, euch für 24,90€ im Monat, bei Trusted Shops Streichhölzer als Schnelltest  mit 5 Sternen verkaufen zu können....",1
"Habe von Stoff .de meine Bestellung 13971165 vom 23.01.2021, die ich mit Kreditkarte bezahlt habe nie erhalten. Habe schon x-mal geschrieben und es ihnen gemeldet. Es ist gar rein nichts passiert. Wieso sollte ich eine Bewertung bei ihnen abgeben. Ist doch für die Katze. Dachte sie würden es veröffentlichen oder der Firma Stoff.de fabab GmbH 22869 Schenefeld melden. Da liegt die Ware seit dem 8.03.2021 nach langem hin und her. Die Ware wurde hin und her gesendet.. Auf mein Schreiben bekomme ich keine Antwort. Was unternehmen sie?? Der Betrag ist über 140Euro. Pia Rieder",1
"Ich bestellte bei einer mit Trusted Shop gelabelten Online-Apotheke und erhielt dort nach etwa zwei Wochen keine Lieferung, keine Benachrichtigung aber eben auch keine Möglichkeit einer Bewertungsabgabe bei Trusted Shops für die Online-Apotheke. Insofern stellt sich die Frage, ob so schlechte Erfahrungen selektiv nicht in die Bewertungen einfließen.",1
"Das Gewächshaus macht einen guten Eindruck, allerdings ist der Service bei Problemen nicht kundenfreundlich. Lieferung erfolgte viel früher als angekündigt, und der Lieferant meinte er müsste abends um 20.40 Uhr mit unterdrückter Rufnummer den Liefertermin für den nächsten Tag von 8:00 Uhr bis 13:00 Uhr ankündigen. Also alle Termine morgens unter Hochdruck verlegt! Um 14:00 Uhr kam dann ein Anruf das die Lieferung so zwischen 15:00 und 16:00 Uhr eintreffen wird. War dann leider nicht möglich, da ich meine Termine auf diese Zeit verlegt hatte. Ich habe ein paar Tage später dann noch etwas nachbestellt und leider erst nach dem Bestellvorgang noch ein weiteres Produkt gefunden. Darauf hin versuchte ich dort jemanden telefonisch zu erreichen  um doppelte Portokosten zu vermeiden, was leider nicht möglich war. Die telefonische Ansage lautet, leider ist es durch ein erhöhtes Aufkommen nicht möglich Ihren Anruf entgegen zu nehmen, allerdings haben sie die Möglichkeit uns über eine Express Telefonnummer teure 0900 ..... die erhöhten Kosten werden aber großzügiger Weise bei einer Bestellung von über 300,00 € verrechnet. Das geht gar nicht, aber Bestellung stornieren und Kundenkonto löschen das geht und zwar ganz schnell. Deshalb von mir, egal wie gut die Ware ist, für dieses Kundenunfreundliche Verhalten kann ich nur einen Stern für den shop vergeben!",1
"Hier kann bewertet werden wie man will, egal ob es der Wahrheit entspricht oder nicht. Egal ob ein Bewertungstext etwas aussagt oder nicht. Wichtig ist dem Unternehmen selbst nur eins, Kohle machen.Meiner Meinung nach sollte man sich nicht beeinflussen lassen von Bewertung denn jeder denkt anders.",1
leider ungenügend,1
"Wie alle Portale , es geht nur um Profit ! Gerade jetzt in der corona Zeit, schmücken sich unzählige Shops mit diesen Siegeln . Traurig",1
"Hat alles toll geklappt, wir sind sehr zufrieden, jederzeit wieder, vielen Dank.",1
"wer im Internet-Handel mit Absicherung wirbt und dann im Kleingedruckten die Haftung auf niedrigem Niveau deckelt, scheint kein großes Vertrauen in den Internethändler zu haben.",1
"Trusted Shops - m.E. intelligent organisierte Abzocke unter dem Label ""Vertrauen""Trusted Shops kooperiert m.E. vornehmlich mit dem Händler. Der Händler kann auf vielerlei Ebenen Betrug versuchen, ungeprüfte und schmutzige Ware schicken, dann scheinheilig über Trusted Shops beim Kunden anfragen, ob ""alles in Ordnung"" sei. Der Kunde schreibt sein Feedback und muss alles hieb- und stichfest beweisen. So kann erstmal festgestellt werden, wie weit der Kunde in die Enge getrieben und abgezockt werden kann... In meinem Falle: Ware zurück geschickt und u.a. angeblich nicht angekommen. Im Vorfeld gab es vielerlei Betrugsversuche über das Callcenter des Händlers.... Wenn ich dann noch lese, dass der ""Käuferschutz"" ü. Trusted Shops gerade mal 6 Wochen beträgt, ist das Ganze ein Witz, es geht insgesamt immer mehr um intelligent organisierte Abzocke unter dem Label ""Vertrauen"". Ich hatte 3 Tage Aufwand, um den mehrfach versuchten Betrug des Händlers abzuwehren. Der Händler erstattete schließlich zwar das Geld und überließ mir die Bücher, aber die ca. 20 Euro sind einfach nur lächerlich, im Vergleich zu Aufwand und Ärger. Meine Empfehlung: Finger weg vom Internethandel. Am besten nur noch in Läden kaufen! - Auch die Standardentschuldigung v. Trusted Shops hier (s.u.) und die Behauptung, angeblich nicht zu wissen von welchem Händler ich spreche, ist unwahr: zur Bewertung muss sich jeder Kunde mit Klarnamen und Email-Adresse einloggen. Außerdem steht die Bewertung immer im Zusammenhang mit einem konkreten Händler. Ein weiterer Täuschungsversuch also, diese ""Entschuldigung"" hier.",1
"Ich habe letztes Jahr im März ein Aggregat bestellt und nicht erhalten, von Trusted Shops würde mir nicht geholfen, meine Reklamation wurde nur verzögert aber nicht bearbeitet. Trusted Shops ist völlig unnötig da bei Nichterhalt nichts gemacht wird.",1
Im  Prinzip eine gute Sache - leider ist die Absicherungszeit zu kurz. Bei Lieferzeiten über 8 Wochen - z.B. bei Einrichtungsgegenständen ganz normal - fällt der Kunde aus der Absicherung bevor die Ware überhaupt geliefert werden könnte. Somit völlig sinnlos.,1
"Leider hat der Versand über die Packstation nicht geklappt, da die dafür erforderlichen Paketnummer auf dem Etikett nur mit 2 Ziffern aufgedruckt war. Mit der von ShopApotheke vorgegebene Eingabemaske mit der man die DHL Filiale aussuchen könnte wird dabei leider nicht in die Adresse mit übernommen (Systemfehler).Von DHL Tracking bekam ich den Hinweis wo sich mein Päckchen befindet. Der Kundenservice den ich daraufhin kontaktierte reagierte pampig und unprofessionell.Für mich war's das ! Die Firma ist immer nur so gut wir ihr KundenService!",1
Ungenügend. Wenn du nicht zusätzlich den Käuferschutz abschliesst ist das Siegel wertlos. Wenn du dann Probleme mit einem Shop hast kriegst du nur Ausreden. Trusted Shop ist dann nicht zuständig. Super Siegel.,1
"Hört sich gut an, und man fühlt sich sicher. Aber wenn es mal darauf ankommt merkt man sehr schnell wohin die Richtung geht. Händler hat recht, Kunde hat Pech gehabt. Das ist halt Wirtschaft: Der Händler zahlt für das Siegel, dafür wird er im Vergleich halt bevorzugt. Ich würde mir ein unabhängiges Gütesiegel wünschen!",1
"Der eigentlich shop ist super, ebenso deren Abwicklung und alles drum herum.Trustedshops habe ich noch nie benötigt, erscheint mit eigentlich überflüssig und würde, wenn dann angeboten, von mir auch direkt abgewählt werden. Leider gibt es diese möglichkeit nicht, so dass hier vermutlich ein Drittanbieter hier mit zwangsfinanziert wird. Na danke.",1
"Da die meisten (überaus positiven) 5 Sterne Bewertungen hier eigentlich nichts mit Trusted Shops (dem Anbieter des ""Gütesiegels"") zu tun haben, sondern mit den Shops wo eigentlich bestellt wurde und hier nicht hingehören, möchte ich einmal eine Erfahrung direkt zu Trusted Shops schreiben.1) ""Absicherung"" im Gegensatz zu z.B. PayPal Käuferschutz wertlos. Im einzigen Fall wo ich den Trusted Shops Schutz wegen einer mangelhaften Bestellung nutzen wollte, wurde ich auf das Gewährleistungsrecht verwiesen. Na ganz toll, die gesetzliche Gewährleistung von 12 bei gebrauchten oder 24 Monaten bei neuen Artikeln gibt es ja immer. Also gilt die ""Absicherung"" genau nie oder wie ist das gemeint?2) Ich bekam bei meiner letzten Bestellung die ""Absicherungsbestätigung"" doppelt zugesandt und wurde darin zudem auch noch mit falschem Namen angesprochen. Diesen falschen Namen habe ich weder bei meiner Bestellung im Shop genutzt, noch ist dieser bei PayPal was ich als Zahlmethode genutzt habe hinterlegt. Wie kommt Trusted Shops dazu einen falschen Namen mit meiner E-Mail Adresse zu verknüpfen?3) Manch einem Händler vertraue ich durchaus, Trusted Shops vertraue ich nicht. Hier kommt ein überflüssiger Dritter ins Spiel (neben dem eigentlichen Shop und dem Zahlungsdienstleister) der intransparent Daten verarbeitet und ein potentielles Risiko darstellt. Ein Shop in dem ich bestelle, weiß nichts über andere Shops in denen ich bestelle oder was ich dort bestelle. Trusted Shops kennt aber alle Bestellungen, aus allen Shops von denen Trusted Shops Daten ""bezieht"". Entsprechend besteht hier u.a. das Risiko das Käuferprofile erstellt werden, was ich nicht möchte.Es würde mich sehr freuen wenn Trusted Shops ein Opt-In Verfahren wäre, dass ich bei Bestellungen nicht nutzen muss. Ich möchte es auch nicht. Ich nutze bei Online Bestellungen immer PayPal und habe darüber bereits Käuferschutz der auch funktioniert wenn man ihn benötigt.Im Ergebnis ist Trusted Shops für mich kein ""Gütesiegel"", sondern gleichwertig unliebsame Datensammelei wie über Google Analytics etc.",1
"Wenn man von einem Online Händler (tooler.de) betrogen wurde und dies auch beweisen kann und bei Trusted Shops so darstellt, dann wird man gezwungen die Bewertung zu ändern, oder die Bewertung wird gelöscht, weil das Wort ""Betrug"" eine Straftat darstellt und das gemäß deren Richtlinien nicht zulässig ist.Also kannst sämtliche Bewertungen bei Trusted Shops in die Tonne klopfen weil diese Bewertungen zum großen Teil nicht reell sind, bzw. die negativen Bewertungen werden manipuliert.",1
"Da macht man Käuferschutz+, da man Möbel bestellt hat im Wert von 2000,00 €. Als die Erinnerung kam war ich nicht in der Lage zu reagieren. Als ich die 30 Tage Verlängerung machen wollte ging es nicht da ein Tag zu spät!!!!Erreichen kann man niemanden, nur mit dem Roboter chatten! Katastrophe!!",1
"Wer glaubt hier tatsächlich durch Käuferschutz abgesichert zu sein im Rahmen eines Problems mit einem Händler, der irrt. Es gibt keinen professionellen Kundenservice oder richtige Unterstützung für den Käufer. Es wird alles ellenlang und kritisch hinterfragt. Trotz wochenlanger Korrespondenz und zig Belegen wird hier dubiosen Händlern Recht gegeben und man geht leer aus bzw. bekommt keine Kostenerstattung. Nicht verwunderlich, wenn das System so aufgebaut ist, dass der Händler bzw. Online-Shop gegen Bezahlung stolzer Gebühren ein Gütesiegel bekommt, um ""partnerschaftliches"" Vertrauen zu schaffen. Absolut unseriös!",1
"Trusted Shop weckt Vertrauen. Man kauft beruhigter ein, wenn bei einem Shop das gelbe Logo aufblinkt. Dem Käufer wird zudem suggeriert, dass der Einkauf bis zu 100 Euro automatisch abgesichert sei. Von wegen! Wenn der Einkaufswert höher ist, ploppt eine Werbung auf, dass man ihn für einen gewissen Betrag komplett absichern soll. Ohnehin gibt es vor und nach einem Einkauf bei Shops mit dem Trustded Shop-Label ständig Werbung von Trusted Shop. Aber was ist, wenn die Ware tatsächlich mal nicht ankommt? Man denkt: „Gut, die Lieferung war ja abgesichert.“ Dann heißt es von Trsuted Shop, mit dem Laden hätten sie nichts zu tun. Sie schicken dann eine Seite mit einer Suchfunktion. Wenn man den besagten Shop einträgt, taucht er tatsächlich nicht auf. Manipulation?! Wenn man sie darauf anspricht, weshalb ihr Logo auf der entsprechenden Seite erscheint und es ferner heißt, der Einkauf sei bis zu 100 Euro abgesichert, heißt das , man hätte sich vertan. Erst nachdem man ihnen Screenshots schickt, lenken sie ein und räumen ein, sich getäuscht zu haben. Bestimmt ist alles nur ein „Missverständnis“ … Dann kommt aber nichts mehr. Bei Rückfragen nach der Erstattung der verloren gegangenen Lieferung: großes Schweigen! Dafür eine Werbung nach der anderen, man soll doch upgraden, damit auch Einkäufe über 100 Euro abgesichert sind usw. Dann habe ich Ihnen geschrieben, dass sie aufhören, sollen, mich mit der Werbung zu belästigen, da ihr Versicherungsschutz sowieso für den A.... sei. Daraufhin kam dann aber eine Antwort. Angeblich seien alle meine Einkäufe, auf meinen eigenen Wunsch hin, auch bis zu 100 Euro nicht mehr abgesichert. Wohlgemerkt, hatte ich diesen Wunsch nie geäußert. Es war vielmehr der Wunsch von Trusted Shop, um sich aus der Affäre zu ziehen und sich von der Zahlung zu drücken. Aber mir kann es ja egal sein, den gesichert ist dort ohnehin nichts, 0,000. Alles nur Show. Ist das überhaupt erlaubt? Sicher nicht. Wenn ich mehr Zeit hätte, würde ich der Sache auf den Grund gehen. Rechtlich ist diese Masche durchaus problematisch.Update: Die Email-Adresse für die Bestellung war die gleiche. Das ist jetzt eine neue Art der Ausrede, nachdem es erst hieß, der Shop sei nicht bei ihnen gelistet. Also alles keine Missverständnisse!Update: Neulich gab es wieder Probleme mit einer Lieferung. Es ist aber keine Bewertung auf der Seite von Trusted Shop möglich. Das Proogramm bleibt stecken. Jetzt wurde auch noch mein Account deaktiviert. Als ich den Vorfalll über Email meldete, erhielt ich den Tipp, dass entsprecchende Unternehmen zu kontktieren und ein paar Hinweisee zu meinen Rechten. Nice! Kenn ich bereits und kontaktiert habe ich den Shop auch schon mindestens zehn Mal. Auf die Frage nach dem Problem mit der Bewertungsmöglicheit, erhielt ich eine Anleitungen, wie man auf Trusted Shop bewertet. Ja ... Das weiß ich! Der Punkt ist, dass es technisch nicht funktioniert.Update1: Derer Fall ist nicht gelöst. Bei Fragen nach dem Käuferschutz schweigt sich Trusted Shop aus. Mittlerweile kann ich die Firma gar nicht mehr kontaktieren, angeblich ist das Email-Postfach voll. Guter Trick! Wir berichten jetzt Stiftung Warentest von dem Debakel. Die hatten Trusted Shop positiv erwähnt.",1
Absoluter Mist,1
"Leider wird mein Problem nicht behandelt. Die Ware wurde nicht richtig verpackt und war daher fast nicht auszuladen, negative Kritk ist leider bei Ihnen nicht vorgesehen. Solche Probleme werden im verwirrenden Daten nirwana beendet. Schade nicht Verbraucherfreundlich.",1
Alles in bester Ordnung Lieferservice gut,1
"Leider kann ich diesen Service, nicht wirklich weiter empfehlen. Da wir von 6 Zeitung in 1 Woche nur 4 bekommen haben, und dann auch noch die vom Vortag bekommen habe und nicht die vom dem Tag die eigentlich kommen sollte. Wir waren sehr Unzufrieden.",1
"Im Prinzip gut gemacht und in Ordnung.  Bei Lieferzeiten jenseits von 8 Wochen aber völlig sinnlos. Man kann nur einmalig um 30 Tage verlängern,  dann endet der Schutz automatisch ohne eine weitere Warnung.  Im Fall der Fälle bekommt man nichts.",1
Ich bin sehr zufrieden es hat alles super geklappt lieben dank,1
"Der Teppich wurde trotz Corona innert der angegebenen kurzen Zeit in die Schweiz geliefert. Die Abbildung und Beschreibung in der Homepage waren absolut zutreffend. Perfekter Service, wir können NAIN-Trading nur wärmsten empfehlen.",1
"Ich weiß nicht, wen oder was ich hier bewerten kann/soll, den online-shop, bei dem ich gekauft habe, oder Trusted Shops.",1
Die Abwicklung ist zu automatisiert - es gibt nicht die Möglichkeit der Auswahl eines Stornos mit Rückerstattung durch den Shop. Es wird negativ davon ausgegangen das es zu Problemen kommt.Die Abwicklung durch die Shops ist besser als die Überprüfung glaubt - schade! Vielleicht kaufe ich auch bei Shops die diesen Dienst überflüssig machen!?,1
Bei Kontaktaufnahme gemachte Versprechen einhalten und nicht mit Ausreden versuchen den Kunden hinzuhalten. Ich werde nicht mehr dort bestellen. Hatte große weitere Kosten weil Produkt vier Tage später erst versendet wurde und ich nichts ändern konnte. Vertrauen aufbauen sieht anders aus,1
"Irreführend, ich dachte, ich würde den Shop bewerten, beim dem ich eingekauft habe.Daher kein Stern.",1
"Meine Frage ist... Wie kann ein Gutes Siegel Unternehmen Bewertungen wie""die Ware ist gut angekommen"" oder“ die Lieferzeit war  angemessen"" bekommen????? :)))) Werden vielleicht positive Bewertungen gekauft............kann man denn Trustpilot trauen?",1
"Trusted Shop so unnötig wie Bauchschmerzen. Für einen 5 Euro digital Kauf noch ständig Belästigungen im Mailfach. Für was das ganze. Damit ein paar Taugenichtse eine ABM Job habe. Geht arbeiten oder macht auf Hertzer aber lasst mich in Ruhe ihr .... , f...... X.......",1
"Sehr enttäuscht für ein Einkaufserlebnis. Der 199 Euro Air Jordan hat Steine ​​in der Sohle versteckt, die Oberfläche（ jordan logo）des Schuhkartons ist zerkratzt, die Schuhe sind abgenutzt, ich bin sehr unzufrieden！！！！！！！Katastrophenhaftes Einkaufen kann sich niemand vorstellen",1
"Trotz kostenpflichtiger Käuferschutz-Plus hat ein Fall bei mir ganze 50 Tage lang gedauert bis es abgeschlossen wurde (Ware kam nie an bis zur Rückerstattung des von mir bezahlten Betrages).Das Geld bekam ich aber auch nur zurück, nachdem ich rechtliche Schritte angedroht habe ... Trustpilot war nutzlos, Anfragen wurden mit Standard-Antworten abgefertigt.Werde meinen Käuferschutz-Plus wieder kündigen.",1
"Bestellung auf (www)purelia(.)euDer Versand der Ware war tadellos, schnell und wirklich gut. Die beschriebene Qualität der Ware allerdings konnte uns leider nicht überzeugen und auf Reklamationen wird unangemessen reagiert seitens des Herstellers. Schade, aber wir werden dort keinen Einkauf mehr tätigen. Das hat uns maßlos geärgert, weil man nicht ernstgenommen wird. Angeblich gäbe es seit 30 jahren nur positives Feedback. Negativrezensionen von uns (auf der direkten Homepage des Herstellers Purelia) wurden vom Betreiber gelöscht! Da fehlt es an Transparenz! Negativmeinungen werden gestrichen! Kein Wunder, dass es nur positives Feedback gibt...",1
"Trusted Shops erhebt eine Gebühr für die volle Absicherung einer Bestellung über 100€ hinaus. Wird die Bestellung aber, weil nicht mehr lieferbar, storniert, wird die Zusatzgebühr nicht erstattet. Ich werde in Zukunft nur noch Bestellungen bis 100€ bei Lieferung von trusted Shops Partnern vornehmen und ansonsten auf den Käuferschutz bei Amazon vertrauen",1
Würde nicht einmal ein Stern vergeben aber sonst kann ich keine Bewertungen abgeben keine Ware erhalten nach Rückmeldung wurde zwar das Geld erstattet aber keine Info warum die Ware nicht geliefert wurde haben um sonst gewartet hätten inzwischen wo anders bestellen können.,1
Alles bestens,1
"Trotz Jahres Abo für 9,90 das auch abgebucht wurde werden meine Einkäufe nicht komplett abgesichert, wozu dann das Abo ?",1
Habe bei Karls Erdbeer Shop Ware bestellt und nicht vollständig bekommen habe dann eine Meldung gemacht was dann Wochen gedauert hat ohne Ergebnis und bis heute mein Geld noch nicht habe es ist immer gut wenn man seine Ware bekommt aber wenn was nicht stimmt taugen die auch nichts,1
"Hatte eine kostenlose Basic Mitgliedschaft abgeschlossen, nun wir der Betrag für die Plus Mitgliedschaft abgebucht. Habe meine Basic Mitgliedschaft gekündigt, wie ich eine Plus Mitgliedschafft kündigen soll, die nie abgeschlossen wurde, weiss ich nicht. Auf die Kontaktaufnahme wird nicht reagiert, so mit behalte ich mir weitere Schritte vor. Weiß auch nicht was die Mitgliedschaft bringen soll, hatte einen Problemfall und schon wurde man im Regen stehen gelassen. Die Trusted Shops Plattform kann man so mit vergessen. Kann jedem nur abraten!Nachtrag zurAntwort von Trusted Shop:Leider haben die von Trusted Shop meine Nachricht nicht richtig gelesen oder verstanden.Hier geht es keines Wegs um die kostenlose Basic Mitgliedschaft (die ich natürlich gekündigt habe) da ja wenn man ein Fall eintritt nichts unternommen wird.Hier geht es um die kostenpflichtige Trusted Shops Plus Mitgliedschaft für 9,99€, die nie abgeschlossen, aber trotzdem abgebucht wird. Nie wieder Trusted Shops, wird wohl ein Fall für den VS.",1
"Wenn es hart auf hart kommt, stellt sich Trusted Shops IMMER auf die Seite des Verkäufers, selbst wenn dieser im Unrecht ist. Kein Wunder, der bezahlt ja auch Gebühren an Trusted Shops. Ein Systemfehler, der Trusted Shops UNtrustworthy macht.Nachtrag nach der scheinheilig-ahnungslosen Antwort von Trusted Shops:Sie hätten wenigstens zugeben können, dass Sie nach dem Prinzip ""Wes' Brot ich ess', des' Lied ich sing'"" verfahren. Dann hätten Sie sich einen letzten Rest Glaubwürdigkeit erhalten. So aber ziehe ich noch einen Stern ab.",1
Die Lieferung kam erst nach Neujahr an. Bestellung erfolgte Anfang Dezember. Mein Widerruf wurde ignoriert und das Buch ging 2 Tage danach dennoch in den Versand. Nach nochmaliger Intervention wurde mir mitgeteilt ich solle die Annahme verweigern. Der Postbote hat es dann einfach in den Briefkasten geworfen. Nun muss ich es zurücksenden. Alles vermeidbarer Aufwand. Vom ökologischen Fussabdruck ganz zu schweigen.,1
"Ich möchte die permanenten Emails von TS abbestellen und bekomme als Bestätigung, dass jetzt meine gesamte Mitgliedschaft beendet wird. Na toll, Leute.",1
"Trusted Shops?Geld zum Fenster rausgeworfen!Möbelbestellung wird (wie üblich) nach 3 Monaten geliefert - die Trusted Shops Absicherung läuft, ohne Verlängerungsmöglichkeit, nach 2 Monaten ab. Bauernfängerei!",1
Leider nicht kulant bei der Rücknahme bzw. beim Umtausch von Weihnachtgeschenken wenn diese bereits vor etwas längerem bestellt wurden.,1
"Im Schadenfall nicht gut.Ständiges hin und her. Geltende Verbraucherrechte werden unter dem Verkäufer gestellt.Habe zig Bestellungen über Trusted Shop absichern (lassen?), nach gefühlten 10 Jahren habe ich dann erstmalig ein Problem, benötigt man dann mal Unterstützung und es passiert einfach nichts.Werde diesen Service nicht mehr in Anspruch nehmen - bin einfach nur unzufrieden und enttäuscht.EDIT: 12/21. Danke ich brauche Ihre Hilfe nun nicht mehr. Vor Gericht wurde es dann für mich entschieden, was ja vorab schon offensichtlich war. Einen tollen Händler unterstützen Sie da bei seinen Aktionen.",1
"Völliger Mist. Habe ein Sofa gekauft mit 9 Wochen Lieferzeit. Nach 3 Wochen Info, dass die Lieferung nur noch bis nächste Woche abgesichert ist. Eine Meldung dazu führte zu keiner Verlängerungsmöglichkeit. Somit völlig nutzlos!!!",1
"Lebkuchen SchmidtIch bestellte vier Lebkuchenpäckchen bei Lebkuchen Schmidt Nürnberg online,zwei am 18. November 20 mit Wunschliefertermin 30. November 20, erst am 8. Dezember geliefert, und zwei bestellt am 27. November mit offenenTermin. Ich erhielt nie eine elektronische Bestätigung, das die Lieferungen rausgegangen sind. In meinemKundenkonto (22.12.2020) werden sie immer noch als in Bearbeitung geführt. Inzwischen gingen die schriftlichen Rechnungen ein. Zwei Emails bezüglichder Wunschterminlieferungen vom 7. Dezember 20 wurden bis heute nicht beantwortet.Alle Rechnungen geben als Auftragstermin den 30. November 2020 an!Es wäre günstiger und weniger nervenaufreibend gewesen die Päckchen im Laden in Fürth zu erwerbenund selber direkt mit der Post zu verschicken.",1
"Ich bin über die Absicherungsdauer von Trusted Shops sehr unzufrieden, daher nur ein Stern. Kein Stern wäre eigentlich angebracht.Meine Bestellung über eine IR-Kabine ist nach zwei Monaten noch nicht geliefert. Ich habe diese Bestellung über Trusted Shops abgesichert und 5,90€ dafür bezahlt. Jetzt habe ich bei Trusted Shops mal nachgefragt, wie lange abgesichert wird und man sagte mir max. 2 Monate. Da nach zwei Monaten noch nicht geliefert, ist die Absicherung obsolet. Trusted Shops hat mich auch nicht über den Ablauf der Versicherung informiert. Für mich ist daher eine kostenmäßige Absicherung über Trusted Shops völlig sinnlos bei längeren Lieferzeiten.",1
"Hat bei Bestellungen, die prompt und gut abgewickelt wurden, geklappt.Bei einer, bei der es nicht geklappt hat, erfolgte hingegen weder von der Firma selbst noch von TrustedShops irgendeine Reaktion.",1
"Wie kann ich Trustedshops Bewertungen glauben. Es gibt Sky gute Bewertungen, obwohl fast jeder, den ich treffe, eine sehr frustrierende Zeit hat, wenn etwas schief geht. z.B. meine Erfahrung bei der Bestellung der Sky Q Box Ende November. Bevor sie ankam, hatten sie bereits meinen laufenden Vertrag gekündigt. Nachdem ich mich endlich durch ihr Labyrinth von Telefonnummern und Menüoptionen gekämpft hatte, um mit ihrem Support zu sprechen, wurde mir gesagt, dass Sky Go funktionieren würde. Aber dass mein Sky Q-Vertrag am ersten Januar beginnt.  Sky Go hat nicht funktioniert.  Also bin ich den ganzen Dezember über ohne Sky-Zugang. Wenn man sich die Trustedshop-Bewertungen durchliest, bekommt man offensichtlich Bewertungseinzeiler, die falsch oder gekauft sind. Ich bin sehr froh, dass trusted pilots dieses Problem nicht zu haben scheint.....",1
